word,word_trans,part,part_trans,n_senses,colour,colour_trans,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,chars_untranslated,translated,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex,eng_def_sj,eng_def_k,eng_def_e,eng_def_i,eng_def_a,eng_def_hh,eng_def_bu,eng_def_p,eng_def_q,eng_def_cj,eng_def_r,eng_def_y
jitas,,sj.,,1,blue,NOUN,0,0,2,0,sj. taar ji el vh wux uxaux lela ishl.,20,sj. taar (is) el (at) wux uxaux (time) ishl.,ji ta s,s ta ji,3,ji,s,8,5,taar ji el vh wux uxaux lela ishl.,,,,,,,,,,,,>1,#6495ED,taar (is) el (at) wux uxaux (time) ishl.,,,,,,,,,,,
jitesh,,sj.,,1,blue,NOUN,0,0,2,0,sj. vh yra sjlup ee vzt lela cxla kytu f gazter z kyv.,24,sj. (at) (that) (place/direction/area) (AND) vzt (time) cxla kytu f gazter z kyv.,ji te sh,sh te ji,3,ji,sh,12,6,vh yra sjlup ee vzt lela cxla kytu f gazter z kyv.,,,,,,,,,,,,>1,#6495ED,(at) (that) (place/direction/area) (AND) vzt (time) cxla kytu f gazter z kyv.,,,,,,,,,,,
jitu,,sj.,,1,blue,NOUN,0,0,1,0,sj. vh yra sjlup ee vzt lela asj f gazter z yater.,21,sj. (at) (that) (place/direction/area) (AND) vzt (time) asj f gazter z yater.,ji tu,tu ji,2,ji,tu,11,4,vh yra sjlup ee vzt lela asj f gazter z yater.,,,,,,,,,,,,0-1,#6495ED,(at) (that) (place/direction/area) (AND) vzt (time) asj f gazter z yater.,,,,,,,,,,,
ju,add/mix,hh.,,1,green,adjective/determiner,0,0,110,0,hh. 1 kap yra am yra deqhm f gega. 2 kytu kytu f vk yra beax. 3 yutehe shlp deqhm.,,hh. 1 (not) (that) am (that) (WORD) f gega. 2 kytu kytu f (to/do) (that) beax. 3 (NUMBER) shlp (WORD).,ju,ju,1,ju,,17,2,,,,,,1 kap yra am yra deqhm f gega. 2 kytu kytu f vk yra beax. 3 yutehe shlp deqhm.,,,,,,,>20,#228B22,,,,,,1 (not) (that) am (that) (WORD) f gega. 2 kytu kytu f (to/do) (that) beax. 3 (NUMBER) shlp (WORD).,,,,,,
juchsj,,e.,,1,green,adjective/determiner,0,0,1,0,e. ging xyt am heba. hezte yra ging hji.,19,e. ging xyt am (end). hezte (that) ging (isn't).,ju ch sj,sj ch ju,3,ju,sj,8,6,,,ging xyt am heba. hezte yra ging hji.,,,,,,,,,,0-1,#228B22,,,ging xyt am (end). hezte (that) ging (isn't).,,,,,,,,,
jueju,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. vst airlx ppicj el l igf hji. am shlap.,27,i. vst airlx ppicj el l igf (isn't). am shlap.,ju ej u,u ej ju,3,ju,u,9,5,,,,vst airlx ppicj el l igf hji. am shlap.,,,,,,,,,0-1,#6495ED,,,,vst airlx ppicj el l igf (isn't). am shlap.,,,,,,,,
juer,,sj.,,1,blue,NOUN,0,0,1,0,sj. cxsi uku juya.,13,sj. cxsi uku juya.,ju er,er ju,2,ju,er,3,4,cxsi uku juya.,,,,,,,,,,,,0-1,#6495ED,cxsi uku juya.,,,,,,,,,,,
juex,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. l ju aiqr aa l ju aiqr aa l aiqr lisuvai rik.,27,k. l (add/mix) aiqr aa l (add/mix) aiqr aa l aiqr lisuvai (look/move).,ju ex,ex ju,2,ju,ex,12,4,,l ju aiqr aa l ju aiqr aa l aiqr lisuvai rik.,,,,,,,,,,,>1,#9370DB,,l (add/mix) aiqr aa l (add/mix) aiqr aa l aiqr lisuvai (look/move).,,,,,,,,,,
jupu,,sj.,,1,blue,NOUN,0,0,0,0,sj. plahe cxsuv lap heba xzt apda belu lela cxs. etela ee gingih ee gubeli dyt aozh uku apda tuk.,63,sj. plahe cxsuv lap (end) xzt apda belu (time) cxs. etela (AND) gingih (AND) gubeli dyt aozh uku apda tuk.,ju pu,pu ju,2,ju,pu,19,4,plahe cxsuv lap heba xzt apda belu lela cxs. etela ee gingih ee gubeli dyt aozh uku apda tuk.,,,,,,,,,,,,0-1,#6495ED,plahe cxsuv lap (end) xzt apda belu (time) cxs. etela (AND) gingih (AND) gubeli dyt aozh uku apda tuk.,,,,,,,,,,,
juya,,sj.,,1,blue,NOUN,0,0,32,1,sj. yra vx rqada.,9,sj. (that) vx rqada.,ju y a,a y ju,3,ju,a,3,4,yra vx rqada.,,,,,,,,,,,,>20,#6495ED,(that) vx rqada.,,,,,,,,,,,
juzcxy,,i.,ISTORY,1,blue,NOUN,0,0,0,0,i. l beak ktap hji. iligt hji. je hji. zhlut ja hji. law hji. giduh z je hji. zucjch z l beak z je spu je kap lqa am vst ja f oley je akudep. gta z je gta z je ji. ja gta hji. tata ja ji. tata z je hji lpubl tata z dku lela. sxuk jahh yra ja ji. cjja osih ee cjje sasih ji. pp.,115,i. l beak ktap (isn't). iligt (isn't). (you) (isn't). zhlut (me) (isn't). law (isn't). giduh z (you) (isn't). (DEATH) z l beak z (you) (where) (you) (not) lqa am vst (me) f oley (you) akudep. gta z (you) gta z (you) (is). (me) gta (isn't). tata (me) (is). tata z (you) (isn't) lpubl tata z dku (time). sxuk jahh (that) (me) (is). cjja osih (AND) cjje sasih (is). pp.,ju z cx y,y cx z ju,4,ju,y,68,6,,,,l beak ktap hji. iligt hji. je hji. zhlut ja hji. law hji. giduh z je hji. zucjch z l beak z je spu je kap lqa am vst ja f oley je akudep. gta z je gta z je ji. ja gta hji. tata ja ji. tata z je hji lpubl tata z dku lela. sxuk jahh yra ja ji. cjja osih ee cjje sasih ji. pp.,,,,,,,,,0-1,#6495ED,,,,l beak ktap (isn't). iligt (isn't). (you) (isn't). zhlut (me) (isn't). law (isn't). giduh z (you) (isn't). (DEATH) z l beak z (you) (where) (you) (not) lqa am vst (me) f oley (you) akudep. gta z (you) gta z (you) (is). (me) gta (isn't). tata (me) (is). tata z (you) (isn't) lpubl tata z dku (time). sxuk jahh (that) (me) (is). cjja osih (AND) cjje sasih (is). pp.,,,,,,,,
kabu,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. yra sjlup yra invh kadu.,9,k. (that) (place/direction/area) (that) invh kadu.,ka bu,bu ka,2,ka,bu,5,4,,yra sjlup yra invh kadu.,,,,,,,,,,,>1,#9370DB,,(that) (place/direction/area) (that) invh kadu.,,,,,,,,,,
kad,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. qrexzt lela kytu.,11,k. qrexzt (time) kytu.,ka d,d ka,2,ka,d,3,3,,qrexzt lela kytu.,,,,,,,,,,,0-1,#9370DB,,qrexzt (time) kytu.,,,,,,,,,,
kadu,,k.,,1,purple,verb/adverb/article,0,0,62,0,k. vh yra ji.,1,k. (at) (that) (is).,ka du,du ka,2,ka,du,3,4,,vh yra ji.,,,,,,,,,,,>20,#9370DB,,(at) (that) (is).,,,,,,,,,,
kagi,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. alp guo kyin.,11,k. alp guo kyin.,ka g i,i g ka,3,ka,i,3,4,,alp guo kyin.,,,,,,,,,,,>1,#9370DB,,alp guo kyin.,,,,,,,,,,
kagin,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. alp guo kyin aa kaqzuli.,20,k. alp guo kyin aa kaqzuli.,ka g in,in g ka,3,ka,in,5,5,,alp guo kyin aa kaqzuli.,,,,,,,,,,,>1,#9370DB,,alp guo kyin aa kaqzuli.,,,,,,,,,,
kahmt,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. xamt luax kyin hudaw.,18,k. xamt luax kyin hudaw.,ka hm t,t hm ka,3,ka,t,4,5,,xamt luax kyin hudaw.,,,,,,,,,,,0-1,#9370DB,,xamt luax kyin hudaw.,,,,,,,,,,
kai,,hh.,,2,orange,pronoun/number/base,1,0,5,0,hh. uku kakauka ju yra ji deqhm. q. xsiga bteb.,15,hh. uku (unmixed) (add/mix) (that) (is) (WORD). q. xsiga bteb.,ka i,i ka,2,ka,i,8,3,,,,,,uku kakauka ju yra ji deqhm.,,,xsiga bteb.,,,,>1,#FFA500,,,,,,uku (unmixed) (add/mix) (that) (is) (WORD).,,,xsiga bteb.,,,
kaish,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. ladut sub sxresh kyin.,19,k. ladut sub sxresh kyin.,ka i sh,sh i ka,3,ka,sh,4,5,,ladut sub sxresh kyin.,,,,,,,,,,,>1,#9370DB,,ladut sub sxresh kyin.,,,,,,,,,,
kakakaw,,sj.,,1,blue,NOUN,0,0,4,0,sj. sxgu z vzt.,10,sj. sxgu z vzt.,ka ka ka w,w ka ka ka,4,ka,w,3,7,sxgu z vzt.,,,,,,,,,,,,>1,#6495ED,sxgu z vzt.,,,,,,,,,,,
kakauka,unmixed,e.,,1,green,adjective/determiner,0,0,34,0,e. ju yra yra hji.,,e. (add/mix) (that) (that) (isn't).,ka ka u ka,ka u ka ka,4,ka,ka,4,7,,,ju yra yra hji.,,,,,,,,,,>20,#228B22,,,(add/mix) (that) (that) (isn't).,,,,,,,,,
kakauke,,sj.,,1,blue,NOUN,0,0,2,0,sj. vk kakauka f heze.,7,sj. (to/do) (unmixed) f heze.,ka ka u ke,ke u ka ka,4,ka,ke,4,7,vk kakauka f heze.,,,,,,,,,,,,>1,#6495ED,(to/do) (unmixed) f heze.,,,,,,,,,,,
kakaw,,sj.,,1,blue,NOUN,0,0,0,0,sj. liliax z vzt.,12,sj. liliax z vzt.,ka ka w,w ka ka,3,ka,w,3,5,liliax z vzt.,,,,,,,,,,,,0-1,#6495ED,liliax z vzt.,,,,,,,,,,,
kalao,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. ju yra vk rak aa yra duta.,10,k. (add/mix) (that) (to/do) rak aa (that) duta.,ka la o,o la ka,3,ka,o,7,5,,ju yra vk rak aa yra duta.,,,,,,,,,,,>1,#9370DB,,(add/mix) (that) (to/do) rak aa (that) duta.,,,,,,,,,,
kali,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. yra qah rak.,7,k. (that) qah rak.,ka li,li ka,2,ka,li,3,4,,yra qah rak.,,,,,,,,,,,>1,#9370DB,,(that) qah rak.,,,,,,,,,,
kaoee,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. taar yra ji el lela ishl lpubul ju lela.,17,k. taar (that) (is) el (time) ishl lpubul (add/mix) (time).,ka o ee,ee o ka,3,ka,ee,9,5,,taar yra ji el lela ishl lpubul ju lela.,,,,,,,,,,,>1,#9370DB,,taar (that) (is) el (time) ishl lpubul (add/mix) (time).,,,,,,,,,,
kap,not,hh.,,1,green,adjective/determiner,0,0,156,0,hh. xsiga kyv.,,hh. xsiga kyv.,ka p,p ka,2,ka,p,2,3,,,,,,xsiga kyv.,,,,,,,>20,#228B22,,,,,,xsiga kyv.,,,,,,
kapu,,e.,,1,green,adjective/determiner,0,0,0,0,e. kauin akudep.,12,e. kauin akudep.,ka pu,pu ka,2,ka,pu,2,4,,,kauin akudep.,,,,,,,,,,0-1,#228B22,,,kauin akudep.,,,,,,,,,
kaqr,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. yre hutl fjah.,9,k. (this) hutl fjah.,ka qr,qr ka,2,ka,qr,3,4,,yre hutl fjah.,,,,,,,,,,,0-1,#9370DB,,(this) hutl fjah.,,,,,,,,,,
kaqzuli,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. qahh pdep aa ju lela kali.,15,k. qahh pdep aa (add/mix) (time) kali.,ka q zu li,li zu q ka,4,ka,li,6,7,,qahh pdep aa ju lela kali.,,,,,,,,,,,>1,#9370DB,,qahh pdep aa (add/mix) (time) kali.,,,,,,,,,,
kat,,bu.,,1,tan,conjunction,0,0,70,0,bu. gegagu deqhm.,8,bu. gegagu (WORD).,ka t,t ka,2,ka,t,2,3,,,,,,,gegagu deqhm.,,,,,,>20,#D2B48C,,,,,,,gegagu (WORD).,,,,,
kata,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. iligt rak vx hjter kyin.,20,k. iligt rak vx hjter kyin.,ka ta,ta ka,2,ka,ta,5,4,,iligt rak vx hjter kyin.,,,,,,,,,,,>1,#9370DB,,iligt rak vx hjter kyin.,,,,,,,,,,
kato,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vs gato hhk kelio.,13,k. (with) gato hhk kelio.,ka t o,o t ka,3,ka,o,4,4,,vs gato hhk kelio.,,,,,,,,,,,0-1,#9370DB,,(with) gato hhk kelio.,,,,,,,,,,
kauin,,e.,,1,green,adjective/determiner,0,0,43,0,e. 1 axuax ging dkdg. kap taar. 2 exiex axuaxf ging dkdg. kap taar.,43,e. 1 axuax ging dkdg. (not) taar. 2 exiex axuaxf ging dkdg. (not) taar.,ka u in,in u ka,3,ka,in,12,5,,,1 axuax ging dkdg. kap taar. 2 exiex axuaxf ging dkdg. kap taar.,,,,,,,,,,>20,#228B22,,,1 axuax ging dkdg. (not) taar. 2 exiex axuaxf ging dkdg. (not) taar.,,,,,,,,,
kaw,,sj.,,1,blue,NOUN,0,0,16,0,sj. beax z vzt.,10,sj. beax z vzt.,ka w,w ka,2,ka,w,3,3,beax z vzt.,,,,,,,,,,,,>1,#6495ED,beax z vzt.,,,,,,,,,,,
kax,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. tata kauin ging kra.,17,k. tata kauin ging kra.,ka x,x ka,2,ka,x,4,3,,tata kauin ging kra.,,,,,,,,,,,>1,#9370DB,,tata kauin ging kra.,,,,,,,,,,
kaxs,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vh lef sepsi hmlup kyso.,18,k. (at) lef sepsi hmlup kyso.,ka x s,s x ka,3,ka,s,5,4,,vh lef sepsi hmlup kyso.,,,,,,,,,,,0-1,#9370DB,,(at) lef sepsi hmlup kyso.,,,,,,,,,,
kaxt,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. xhmt luax kyin hudaw.,18,k. xhmt luax kyin hudaw.,ka x t,t x ka,3,ka,t,4,4,,xhmt luax kyin hudaw.,,,,,,,,,,,0-1,#9370DB,,xhmt luax kyin hudaw.,,,,,,,,,,
kazu,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. sxi uxaux uxauxf yra kytu o sxi axuax axuaxf yra kytu.,38,k. sxi uxaux uxauxf (that) kytu o sxi axuax axuaxf (that) kytu.,ka zu,zu ka,2,ka,zu,11,4,,sxi uxaux uxauxf yra kytu o sxi axuax axuaxf yra kytu.,,,,,,,,,,,>1,#9370DB,,sxi uxaux uxauxf (that) kytu o sxi axuax axuaxf (that) kytu.,,,,,,,,,,
kazuqr,,sj.,,1,blue,NOUN,0,0,8,0,sj. uxaux lela aiqr f sjlup.,12,sj. uxaux (time) aiqr f (place/direction/area).,ka zu qr,qr zu ka,3,ka,qr,5,6,uxaux lela aiqr f sjlup.,,,,,,,,,,,,>1,#6495ED,uxaux (time) aiqr f (place/direction/area).,,,,,,,,,,,
kedu,,k.,,1,purple,verb/adverb/article,0,0,13,0,k. yra bteb el ji.,7,k. (that) bteb el (is).,ke du,du ke,2,ke,du,4,4,,yra bteb el ji.,,,,,,,,,,,>1,#9370DB,,(that) bteb el (is).,,,,,,,,,,
keka,,k.,,1,purple,verb/adverb/article,0,0,12,0,k. aiguux gega rak.,14,k. aiguux gega rak.,ke ka,ka ke,2,ke,ka,3,4,,aiguux gega rak.,,,,,,,,,,,>1,#9370DB,,aiguux gega rak.,,,,,,,,,,
kelio,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. 1 axuax lela uxaux lela kuuee. 2 gega in heha uxaux eeluz in kusxkusx xihuhesh kuuee.,49,k. 1 axuax (time) uxaux (time) kuuee. 2 gega (or) heha uxaux eeluz (or) kusxkusx (mixture) kuuee.,ke li o,o li ke,3,ke,o,15,5,,1 axuax lela uxaux lela kuuee. 2 gega in heha uxaux eeluz in kusxkusx xihuhesh kuuee.,,,,,,,,,,,>1,#9370DB,,1 axuax (time) uxaux (time) kuuee. 2 gega (or) heha uxaux eeluz (or) kusxkusx (mixture) kuuee.,,,,,,,,,,
kesdat,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. qwq suba dkdg am subb hkdg.,22,k. qwq suba dkdg am subb hkdg.,ke s da t,t da s ke,4,ke,t,6,6,,qwq suba dkdg am subb hkdg.,,,,,,,,,,,0-1,#9370DB,,qwq suba dkdg am subb hkdg.,,,,,,,,,,
kesdet,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. qah suba kadu am subb hadu.,22,k. qah suba kadu am subb hadu.,ke s de t,t de s ke,4,ke,t,6,6,,qah suba kadu am subb hadu.,,,,,,,,,,,0-1,#9370DB,,qah suba kadu am subb hadu.,,,,,,,,,,
ket,button/press/touch,k.,,1,purple,verb/adverb/article,0,0,4,0,k. vh beax ging shlp.,,k. (at) beax ging shlp.,ke t,t ke,2,ke,t,4,3,,vh beax ging shlp.,,,,,,,,,,,>1,#9370DB,,(at) beax ging shlp.,,,,,,,,,,
kevin,,sj.,,1,blue,NOUN,0,0,2,0,sj. 1 yra pdepr. ju l ginga je kelio f yra gega. 2 btebr z yra buk f gege.,29,sj. 1 (that) (myself). (add/mix) l ginga (you) kelio f (that) gega. 2 (yourself) z (that) buk f gege.,ke v in,in v ke,3,ke,in,17,5,1 yra pdepr. ju l ginga je kelio f yra gega. 2 btebr z yra buk f gege.,,,,,,,,,,,,>1,#6495ED,1 (that) (myself). (add/mix) l ginga (you) kelio f (that) gega. 2 (yourself) z (that) buk f gege.,,,,,,,,,,,
khjla,,e.,,1,green,adjective/determiner,0,0,1,0,e. ju yra kytu aa yra kytu. sxzu l kakauka xhg kyv z lef dkdg.,30,e. (add/mix) (that) kytu aa (that) kytu. sxzu l (unmixed) xhg kyv z lef dkdg.,k hj la,la hj k,3,k,la,14,5,,,ju yra kytu aa yra kytu. sxzu l kakauka xhg kyv z lef dkdg.,,,,,,,,,,0-1,#228B22,,,(add/mix) (that) kytu aa (that) kytu. sxzu l (unmixed) xhg kyv z lef dkdg.,,,,,,,,,
kjar,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. sxi uxaux jar vk dkdg.,16,k. sxi uxaux jar (to/do) dkdg.,k ja r,r ja k,3,k,r,5,4,,sxi uxaux jar vk dkdg.,,,,,,,,,,,0-1,#9370DB,,sxi uxaux jar (to/do) dkdg.,,,,,,,,,,
kka,,bu.,,1,tan,conjunction,0,0,19,0,bu. subtatef sxresh subtetaf gegagu rik deqhm.,14,bu. (afterwards) sxresh (beforehand) gegagu (look/move) (WORD).,k ka,ka k,2,k,ka,6,3,,,,,,,subtatef sxresh subtetaf gegagu rik deqhm.,,,,,,>1,#D2B48C,,,,,,,(afterwards) sxresh (beforehand) gegagu (look/move) (WORD).,,,,,
klu,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. ju yra kytu plu yra.,8,k. (add/mix) (that) kytu plu (that).,k lu,lu k,2,k,lu,5,3,,ju yra kytu plu yra.,,,,,,,,,,,>1,#9370DB,,(add/mix) (that) kytu plu (that).,,,,,,,,,,
kovd,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. hhg am belu.,10,k. hhg am belu.,k o v d,d v o k,4,k,d,3,4,,hhg am belu.,,,,,,,,,,,0-1,#9370DB,,hhg am belu.,,,,,,,,,,
kra,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. vk wux vt wax rik.,9,k. (to/do) wux vt wax (look/move).,k ra,ra k,2,k,ra,5,3,,vk wux vt wax rik.,,,,,,,,,,,>1,#9370DB,,(to/do) wux vt wax (look/move).,,,,,,,,,,
kshp,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. guo kzin vx ging shlup.,19,k. guo kzin vx ging shlup.,k sh p,p sh k,3,k,p,5,4,,guo kzin vx ging shlup.,,,,,,,,,,,>1,#9370DB,,guo kzin vx ging shlup.,,,,,,,,,,
ktap,,sj.,,2,orange,pronoun/number/base,1,0,36,1,sj. vh wux kytu f sjlup. asre kevin kytu f deda. k. ja ukaji el je akydep.,42,sj. (at) wux kytu f (place/direction/area). asre kevin kytu f deda. k. (me) ukaji el (you) akydep.,k ta p,p ta k,3,k,p,15,4,vh wux kytu f sjlup. asre kevin kytu f deda.,ja ukaji el je akydep.,,,,,,,,,,,>20,#FFA500,(at) wux kytu f (place/direction/area). asre kevin kytu f deda.,(me) ukaji el (you) akydep.,,,,,,,,,,
ktix,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. kap ezugad tata z ju lela ji el lela vda.,17,k. (not) ezugad tata z (add/mix) (time) (is) el (time) vda.,k t i x,x i t k,4,k,x,10,4,,kap ezugad tata z ju lela ji el lela vda.,,,,,,,,,,,0-1,#9370DB,,(not) ezugad tata z (add/mix) (time) (is) el (time) vda.,,,,,,,,,,
kuchej,,sj.,,1,blue,NOUN,0,0,0,0,sj. kap ishl f ging.,11,sj. (not) ishl f ging.,ku ch ej,ej ch ku,3,ku,ej,4,6,kap ishl f ging.,,,,,,,,,,,,0-1,#6495ED,(not) ishl f ging.,,,,,,,,,,,
kud,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. yra dkdg deqhm.,5,k. (that) dkdg (WORD).,ku d,d ku,2,ku,d,3,3,,yra dkdg deqhm.,,,,,,,,,,,0-1,#9370DB,,(that) dkdg (WORD).,,,,,,,,,,
kudaji,,sj.,,1,blue,NOUN,0,0,0,0,sj. yra lela je ulilu. uzuini yra ji. eja yra eji je akudep.,25,sj. (that) (time) (you) ulilu. uzuini (that) (is). eja (that) eji (you) akudep.,ku da ji,ji da ku,3,ku,ji,12,6,yra lela je ulilu. uzuini yra ji. eja yra eji je akudep.,,,,,,,,,,,,0-1,#6495ED,(that) (time) (you) ulilu. uzuini (that) (is). eja (that) eji (you) akudep.,,,,,,,,,,,
kusxkusx,,e.,,1,green,adjective/determiner,0,0,10,0,e. kap qrfde.,6,e. (not) qrfde.,ku sx ku sx,sx ku sx ku,4,ku,sx,2,8,,,kap qrfde.,,,,,,,,,,>1,#228B22,,,(not) qrfde.,,,,,,,,,
kuuee,,k.,,1,purple,verb/adverb/article,0,0,15,0,k. axuax gega uxaux gega kelio. aokasx e eguux kuuee.,41,k. axuax gega uxaux gega kelio. aokasx e eguux kuuee.,ku u ee,ee u ku,3,ku,ee,8,5,,axuax gega uxaux gega kelio. aokasx e eguux kuuee.,,,,,,,,,,,>1,#9370DB,,axuax gega uxaux gega kelio. aokasx e eguux kuuee.,,,,,,,,,,
kvin,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. qlate suba ji am subb hji.,16,k. qlate suba (is) am subb (isn't).,k v in,in v k,3,k,in,6,4,,qlate suba ji am subb hji.,,,,,,,,,,,>1,#9370DB,,qlate suba (is) am subb (isn't).,,,,,,,,,,
kxat,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. hmt ska.,7,k. hmt ska.,k x a t,t a x k,4,k,t,2,4,,hmt ska.,,,,,,,,,,,>1,#9370DB,,hmt ska.,,,,,,,,,,
kxi,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vs yra xihuhesh dkdg.,5,k. (with) (that) (mixture) dkdg.,k x i,i x k,3,k,i,4,3,,vs yra xihuhesh dkdg.,,,,,,,,,,,0-1,#9370DB,,(with) (that) (mixture) dkdg.,,,,,,,,,,
kyao,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. ju yra yra kyin el je kyso.,11,k. (add/mix) (that) (that) kyin el (you) kyso.,k y ao,ao y k,3,k,ao,7,4,,ju yra yra kyin el je kyso.,,,,,,,,,,,0-1,#9370DB,,(add/mix) (that) (that) kyin el (you) kyso.,,,,,,,,,,
kyin,,k.,,1,purple,verb/adverb/article,0,0,86,0,k. 1 suba hji am subt ji. 2 suba heba am subt beba.,15,k. 1 suba (isn't) am (now) (is). 2 suba (end) am (now) (begin).,k y in,in y k,3,k,in,11,4,,1 suba hji am subt ji. 2 suba heba am subt beba.,,,,,,,,,,,>20,#9370DB,,1 suba (isn't) am (now) (is). 2 suba (end) am (now) (begin).,,,,,,,,,,
kysa,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vh yra yra kysi.,5,k. (at) (that) (that) kysi.,k y s a,a s y k,4,k,a,4,4,,vh yra yra kysi.,,,,,,,,,,,0-1,#9370DB,,(at) (that) (that) kysi.,,,,,,,,,,
kysi,,k.,,1,purple,verb/adverb/article,0,0,48,0,k. subtatef sxresh kytu.,11,k. (afterwards) sxresh kytu.,k y si,si y k,3,k,si,3,4,,subtatef sxresh kytu.,,,,,,,,,,,>20,#9370DB,,(afterwards) sxresh kytu.,,,,,,,,,,
kyso,,k.,,1,purple,verb/adverb/article,0,0,32,0,k. vk yra kysi.,5,k. (to/do) (that) kysi.,k y s o,o s y k,4,k,o,3,4,,vk yra kysi.,,,,,,,,,,,>20,#9370DB,,(to/do) (that) kysi.,,,,,,,,,,
kyta,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. ehu ehg yra gudde kka kytu. hytu aohh ehu ehg yra kap gudde.,38,k. ehu ehg (that) gudde kka kytu. hytu aohh ehu ehg (that) (not) gudde.,k y ta,ta y k,3,k,ta,13,4,,ehu ehg yra gudde kka kytu. hytu aohh ehu ehg yra kap gudde.,,,,,,,,,,,>1,#9370DB,,ehu ehg (that) gudde kka kytu. hytu aohh ehu ehg (that) (not) gudde.,,,,,,,,,,
kytu,,k.,,2,orange,pronoun/number/base,1,0,100,1,k. 1 kyv kysi. 2 kakauka kyso. sj. kyv in sxresh in hgasi kyv f gega. k kuuee.,44,k. 1 kyv kysi. 2 (unmixed) kyso. sj. kyv (or) sxresh (or) hgasi kyv f gega. k kuuee.,k y tu,tu y k,3,k,tu,14,4,kyv in sxresh in hgasi kyv f gega. k kuuee.,1 kyv kysi. 2 kakauka kyso.,,,,,,,,,,,>20,#FFA500,kyv (or) sxresh (or) hgasi kyv f gega. k kuuee.,1 kyv kysi. 2 (unmixed) kyso.,,,,,,,,,,
kyv,,sj.,,2,blue,NOUN,0,0,40,0,sj. lela in deda ahk kytu f kusxkusx deda. k. bteb in pdep.,35,sj. (time) (or) deda ahk kytu f kusxkusx deda. k. bteb (or) pdep.,k y v,v y k,3,k,v,11,3,lela in deda ahk kytu f kusxkusx deda.,bteb in pdep.,,,,,,,,,,,>20,#6495ED,(time) (or) deda ahk kytu f kusxkusx deda.,bteb (or) pdep.,,,,,,,,,,
kzin,,k.,,1,purple,verb/adverb/article,0,0,17,0,k. axuaxf sjlup uxaux yra kadu.,16,k. axuaxf (place/direction/area) uxaux (that) kadu.,k z in,in z k,3,k,in,5,4,,axuaxf sjlup uxaux yra kadu.,,,,,,,,,,,>1,#9370DB,,axuaxf (place/direction/area) uxaux (that) kadu.,,,,,,,,,,
kzu,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. taar yra ji ishl o yra zuya klu.,17,k. taar (that) (is) ishl o (that) zuya klu.,k zu,zu k,2,k,zu,8,3,,taar yra ji ishl o yra zuya klu.,,,,,,,,,,,0-1,#9370DB,,taar (that) (is) ishl o (that) zuya klu.,,,,,,,,,,
l,,r.,,1,purple,verb/adverb/article,0,1,187,0,r. sjdr kytu in eguux in agappx kyin. subteta z gega kadu.,33,r. sjdr kytu (or) eguux (or) agappx kyin. (before) z gega kadu.,l,l,1,l,,11,1,,,,,,,,,,,sjdr kytu in eguux in agappx kyin. subteta z gega kadu.,,>20,#9370DB,,,,,,,,,,,sjdr kytu (or) eguux (or) agappx kyin. (before) z gega kadu.,
